Gene,adj.P.Val,P.Value,t,B,logFC
ARPC4-TTLL3///TTLL3///ARPC4,0.962,0.409913,0.8398798,-4.82,0.05268044
CSNK2A1,0.962,0.409939,-0.8398329,-4.82,-0.07055254
RBM26,0.962,0.409954,-0.8398052,-4.82,-0.06701615
HIGD2A,0.962,0.410031,0.8396649,-4.82,0.06566489
PTK2B,0.962,0.410032,0.8396636,-4.82,0.07393436
TMEM259,0.962,0.410116,0.8395114,-4.82,0.12150393
RFPL1,0.962,0.410153,0.8394424,-4.82,0.05794661
PVRIG,0.962,0.410166,-0.83942,-4.82,-0.11650419
PDZD2,0.962,0.410185,-0.839385,-4.82,-0.04153469
,0.962,0.410275,0.8392204,-4.82,0.04588232
OR1G1,0.962,0.410306,0.8391648,-4.82,0.0540719
C7orf25///PSMA2,0.962,0.410309,0.8391587,-4.82,0.09178638
PAOX,0.962,0.410318,0.8391428,-4.82,0.10221825
BTG1,0.962,0.410551,-0.8387192,-4.82,-0.08770647
PPP1R3D,0.962,0.41068,-0.8384834,-4.82,-0.11818266
ZNF444,0.962,0.410727,0.8383982,-4.82,0.09180284
HIST1H3C,0.962,0.410758,0.8383418,-4.82,0.05329609
KRT4,0.962,0.410758,0.8383416,-4.82,0.05354958
STYK1,0.962,0.410779,-0.8383033,-4.82,-0.04978669
IER5,0.962,0.410784,-0.8382947,-4.82,-0.103724
TSSK2,0.962,0.410851,0.8381725,-4.82,0.0807075
CDCA3,0.962,0.410854,0.8381671,-4.82,0.0614584
RRP7BP///POLDIP3,0.962,0.410883,0.8381147,-4.82,0.06290417
WDR47,0.962,0.410972,-0.8379517,-4.82,-0.10303345
MAPT,0.962,0.410994,0.8379133,-4.82,0.05774026
CLCA3P,0.962,0.411138,0.8376502,-4.82,0.05503449
PTPRK,0.962,0.411146,0.8376355,-4.82,0.12874117
ATP2B2,0.962,0.411172,0.8375893,-4.82,0.04663372
TTBK2,0.962,0.411174,-0.8375855,-4.82,-0.11864502
WT1-AS,0.962,0.411177,0.8375806,-4.82,0.08809032
MECR,0.962,0.411204,-0.8375307,-4.82,-0.05906262
NDUFB11,0.962,0.411239,0.8374666,-4.82,0.08012438
ZAP70,0.962,0.411259,0.8374314,-4.82,0.07143374
HLA-F,0.962,0.41128,0.8373929,-4.82,0.0808116
PDCL3P4///PDCL3,0.962,0.411315,-0.8373281,-4.82,-0.12725539
,0.962,0.411429,0.8371221,-4.82,0.09244449
DZIP3,0.962,0.411452,-0.8370802,-4.82,-0.12381306
CACNA1C,0.962,0.411467,0.8370522,-4.82,0.06842346
PTPN18,0.962,0.41153,-0.8369378,-4.82,-0.05225506
LSM14A,0.962,0.411541,-0.8369177,-4.82,-0.13605409
TBC1D4,0.962,0.411549,-0.8369031,-4.82,-0.13813739
RRP9,0.962,0.411558,0.8368866,-4.82,0.09418097
GLS,0.962,0.411584,-0.8368392,-4.82,-0.07664747
NRP1,0.962,0.411648,-0.8367236,-4.82,-0.04593153
RRAS2,0.962,0.411691,-0.8366462,-4.82,-0.08629742
TIMM23B///TIMM23,0.962,0.411715,0.8366023,-4.82,0.08884602
LHFP,0.962,0.411782,0.83648,-4.82,0.05709379
SNU13,0.962,0.411848,0.8363604,-4.82,0.0839716
RAD51D,0.962,0.411848,0.8363595,-4.82,0.05721226
IFITM2,0.962,0.411879,0.836304,-4.82,0.0718957
POU3F1,0.962,0.41191,0.8362478,-4.82,0.07420301
CACYBP,0.962,0.412021,0.8360462,-4.82,0.04399791
CD3D,0.962,0.412036,0.836018,-4.82,0.14046898
NTRK2,0.962,0.412038,0.8360159,-4.82,0.05469336
IPP,0.962,0.41208,0.8359392,-4.82,0.06705942
CDIP1,0.962,0.412155,0.8358024,-4.82,0.06043158
CRHR1,0.962,0.412157,0.835799,-4.82,0.0764194
GP6,0.962,0.412171,-0.835773,-4.82,-0.07260523
CSTF1,0.962,0.412171,-0.8357729,-4.82,-0.10903859
AP4E1,0.962,0.412183,0.8357527,-4.82,0.04279099
SRRT,0.962,0.412203,0.8357153,-4.82,0.0620831
CCNK,0.962,0.412288,0.8355607,-4.82,0.06777596
FLI1,0.962,0.412318,-0.8355077,-4.82,-0.12651491
NR6A1,0.962,0.41246,-0.8352496,-4.82,-0.0617661
TIMM17A,0.962,0.412469,-0.8352323,-4.82,-0.12455721
,0.962,0.412516,0.835147,-4.82,0.05071192
CDH6,0.962,0.412553,0.8350802,-4.82,0.06705532
MTMR6,0.962,0.412592,-0.8350089,-4.82,-0.12545328
ETF1,0.962,0.412618,-0.8349623,-4.82,-0.09060407
TNFRSF11B,0.962,0.412637,0.8349286,-4.82,0.05670216
MOGS,0.962,0.412662,-0.8348828,-4.82,-0.0836206
CXorf40A,0.962,0.412747,0.8347285,-4.82,0.07672057
NDRG2,0.962,0.412864,0.834517,-4.82,0.07960029
MET,0.962,0.412878,0.8344911,-4.82,0.07231598
NRL,0.962,0.412938,0.8343828,-4.82,0.07804914
POLE2,0.962,0.412955,0.8343506,-4.82,0.06185918
,0.962,0.413034,-0.8342086,-4.82,-0.09052815
LOC155060,0.962,0.413227,-0.8338585,-4.82,-0.05550714
PRPF31,0.962,0.413228,0.8338559,-4.82,0.10187058
DNAH3,0.962,0.413258,0.8338013,-4.82,0.05024276
CANX,0.962,0.413316,-0.833696,-4.82,-0.09550495
ATP2B3,0.962,0.413429,-0.8334913,-4.82,-0.05151267
PAM,0.962,0.41348,0.8334005,-4.82,0.127004
KITLG,0.962,0.413487,-0.8333875,-4.82,-0.06108315
MAGEA1,0.962,0.413491,0.8333793,-4.82,0.07786164
ZNF322,0.962,0.413507,-0.833351,-4.82,-0.09007883
CLEC11A,0.962,0.413554,0.8332653,-4.82,0.10479641
RBM22,0.962,0.413596,-0.8331893,-4.82,-0.08715944
VPREB1,0.962,0.413626,0.8331352,-4.82,0.07703455
DBN1,0.962,0.413629,0.8331294,-4.82,0.07386231
LRRC1,0.962,0.413647,-0.8330972,-4.82,-0.04608188
IL27RA,0.962,0.413696,-0.833008,-4.82,-0.12035809
TCTN3,0.962,0.413715,-0.8329734,-4.82,-0.09662066
HAUS5,0.962,0.413766,-0.8328816,-4.82,-0.07368436
HTRA1,0.962,0.41378,0.8328562,-4.82,0.06355996
MPP6,0.962,0.413836,0.8327547,-4.82,0.06964529
CLIP3,0.962,0.413866,-0.8327011,-4.82,-0.06874847
S100P,0.962,0.413917,0.8326073,-4.82,0.25445261
NUP160,0.962,0.413933,-0.8325788,-4.82,-0.08496747
MTMR11,0.962,0.413934,-0.8325766,-4.82,-0.13966289
PTGDR2,0.962,0.414,0.8324579,-4.82,0.09176893
CTNNBIP1,0.962,0.414058,0.8323532,-4.82,0.05440464
VEGFA,0.962,0.414088,0.832299,-4.82,0.06449938
HLA-DRB4,0.962,0.414133,-0.8322172,-4.82,-0.16593976
RAD54L2,0.962,0.414178,-0.8321354,-4.82,-0.05452185
GABRB2,0.962,0.41427,0.8319699,-4.82,0.05158634
C2CD5,0.962,0.414478,-0.8315921,-4.82,-0.09425812
ARHGEF28,0.962,0.41452,0.8315165,-4.82,0.05433984
NAGLU,0.962,0.414536,0.8314872,-4.82,0.08392215
ST3GAL2,0.962,0.414551,0.8314601,-4.82,0.09185953
PIDD1,0.962,0.414623,0.8313296,-4.82,0.06346698
PWAR5,0.962,0.414662,-0.8312603,-4.82,-0.06179101
PARD3,0.962,0.414663,0.8312584,-4.82,0.08271985
MFAP2,0.962,0.414701,0.8311902,-4.83,0.08051767
ZMYND11,0.962,0.414733,-0.8311319,-4.83,-0.114009
TRPM1,0.962,0.414741,0.8311162,-4.83,0.05463793
RAD51B,0.962,0.414766,0.8310727,-4.83,0.06179285
RGS12,0.962,0.414819,0.8309768,-4.83,0.0535439
RPL7,0.962,0.414836,0.8309448,-4.83,0.25213489
UBE2D3,0.962,0.414867,0.8308895,-4.83,0.06802349
,0.962,0.414909,-0.8308129,-4.83,-0.07307005
PLCE1,0.962,0.414917,0.8307991,-4.83,0.06599457
TMCO1,0.962,0.414923,0.8307882,-4.83,0.1687624
LEF1,0.962,0.414945,0.8307476,-4.83,0.07485838
SGSM2,0.962,0.414988,-0.8306703,-4.83,-0.06769457
SNX19,0.962,0.415,-0.8306496,-4.83,-0.06932669
RUNX2,0.962,0.415016,-0.8306195,-4.83,-0.04888177
FAHD2A,0.962,0.415081,0.8305028,-4.83,0.05598526
MAN1A1,0.962,0.415089,-0.8304875,-4.83,-0.15899177
,0.962,0.415091,0.8304835,-4.83,0.09390616
MATN3,0.962,0.415093,0.8304806,-4.83,0.03615108
SYMPK,0.962,0.415108,-0.830454,-4.83,-0.06147032
ATP9A,0.962,0.415117,0.8304381,-4.83,0.08081589
MOB1A,0.962,0.415208,0.8302722,-4.83,0.08836947
PPIL2,0.962,0.415213,0.8302641,-4.83,0.04274054
GJA9-MYCBP///MYCBP,0.962,0.415227,-0.8302391,-4.83,-0.11821051
,0.962,0.415241,-0.8302139,-4.83,-0.0548573
TNNI3,0.962,0.415296,-0.8301139,-4.83,-0.06052809
PTPRB,0.962,0.415358,0.8300018,-4.83,0.05125234
CNOT8,0.962,0.415359,-0.8300003,-4.83,-0.09294839
NFAT5,0.962,0.415435,-0.8298618,-4.83,-0.20580153
NAP1L1,0.962,0.41546,-0.8298178,-4.83,-0.10853548
PAX8,0.962,0.41553,0.8296917,-4.83,0.06620789
GRSF1,0.962,0.415581,-0.8295991,-4.83,-0.12291131
SLC4A4,0.962,0.415636,-0.8295002,-4.83,-0.04055138
SOX15,0.962,0.415673,0.8294323,-4.83,0.08618045
DDX17,0.962,0.415707,0.8293707,-4.83,0.33449326
SEC13,0.962,0.415743,0.8293056,-4.83,0.04923534
CELF1,0.962,0.415812,-0.8291818,-4.83,-0.06128483
POMP,0.962,0.415932,0.8289644,-4.83,0.11242313
TAAR2,0.963,0.416066,0.8287231,-4.83,0.06144919
TIMP1,0.963,0.416084,0.8286905,-4.83,0.10729332
GPR75,0.963,0.416232,0.8284244,-4.83,0.06427598
ZNF614,0.963,0.416408,0.828106,-4.83,0.05802751
LINC00563,0.963,0.416438,0.8280519,-4.83,0.08663745
HRH2,0.963,0.416461,-0.8280109,-4.83,-0.06411757
ACOX1,0.963,0.416492,-0.8279547,-4.83,-0.14830399
SPAM1,0.963,0.416521,0.8279019,-4.83,0.06379704
SZT2,0.963,0.416532,-0.8278831,-4.83,-0.07849684
TUBA1A,0.963,0.416532,0.8278823,-4.83,0.08039961
C5,0.963,0.416564,0.8278249,-4.83,0.07284365
CCL5,0.963,0.416616,-0.827732,-4.83,-0.10061369
SDHC,0.963,0.416634,-0.8276987,-4.83,-0.08480525
CD83,0.963,0.4167,-0.8275799,-4.83,-0.05735426
MERTK,0.963,0.416789,-0.8274185,-4.83,-0.05403547
CDK11A///CDK11B,0.963,0.41679,0.827418,-4.83,0.06305614
ILKAP,0.963,0.416801,0.8273971,-4.83,0.0876678
GUCY1A3,0.963,0.416912,-0.827197,-4.83,-0.11210046
CRNKL1,0.963,0.416933,-0.8271596,-4.83,-0.11326008
,0.963,0.416965,-0.8271027,-4.83,-0.05257108
POU6F1,0.963,0.417011,-0.8270186,-4.83,-0.07899227
MAP4,0.963,0.417165,0.8267421,-4.83,0.07004256
STRN4,0.963,0.417189,-0.8266991,-4.83,-0.05657582
XRCC2,0.963,0.417307,-0.8264848,-4.83,-0.05968127
PSIP1,0.963,0.417318,-0.8264658,-4.83,-0.08046975
AMBRA1,0.963,0.417338,-0.8264294,-4.83,-0.05562577
MAPK7,0.963,0.417481,-0.8261714,-4.83,-0.05037394
SYNJ2,0.963,0.417492,0.8261531,-4.83,0.08576899
TERF2,0.963,0.417505,-0.8261296,-4.83,-0.1095202
KPTN,0.963,0.417551,0.8260468,-4.83,0.04945068
TNS1,0.963,0.41758,0.8259943,-4.83,0.16135387
MTF2,0.963,0.417591,-0.8259744,-4.83,-0.10893183
PPFIA3,0.963,0.417761,0.8256685,-4.83,0.09005647
TOP2A,0.963,0.41777,-0.8256515,-4.83,-0.08198702
MEIS3P1,0.963,0.417775,-0.8256432,-4.83,-0.06901932
,0.963,0.417802,0.8255937,-4.83,0.06216323
UBE3A,0.963,0.417887,-0.8254411,-4.83,-0.07292681
MAS1,0.963,0.41793,-0.8253633,-4.83,-0.08511977
CEP104,0.963,0.417943,-0.8253403,-4.83,-0.09605196
OR12D3,0.963,0.417992,0.8252526,-4.83,0.05440826
C19orf73,0.963,0.418051,0.8251453,-4.83,0.07868357
ATP5G3,0.963,0.418185,0.8249048,-4.83,0.10786209
TRIP11,0.963,0.41822,-0.8248414,-4.83,-0.06240463
SRRD,0.963,0.41828,0.8247347,-4.83,0.16151552
FNTA,0.963,0.41832,-0.8246631,-4.83,-0.12752514
YARS,0.963,0.418338,-0.8246294,-4.83,-0.10762634
MTMR3,0.963,0.41834,-0.8246265,-4.83,-0.0836257
BCCIP,0.963,0.418364,0.8245835,-4.83,0.06558437
PLEKHM2,0.963,0.418393,-0.8245315,-4.83,-0.08351712
,0.963,0.418456,0.8244177,-4.83,0.05313787
FBXL8,0.963,0.418483,0.8243689,-4.83,0.09312367
MLH3,0.963,0.418568,0.824217,-4.83,0.18765793
ST6GALNAC5,0.963,0.418568,0.8242166,-4.83,0.05634689
UQCRB,0.963,0.41859,-0.8241759,-4.83,-0.13885012
TSPYL5,0.963,0.418606,-0.8241478,-4.83,-0.08129349
HIST1H3B,0.963,0.418698,0.8239834,-4.83,0.05984235
PAPOLA,0.963,0.418725,-0.8239346,-4.83,-0.14388065
UCN,0.963,0.41877,0.8238531,-4.83,0.09289932
TMEM33,0.963,0.418776,-0.8238417,-4.83,-0.12540803
THRAP3,0.963,0.418828,0.8237491,-4.83,0.08287187
CD3EAP,0.963,0.418845,-0.8237184,-4.83,-0.07983518
GREB1,0.963,0.418888,0.8236411,-4.83,0.04293888
TMEM5,0.963,0.418914,0.8235943,-4.83,0.07508335
,0.963,0.418917,0.8235892,-4.83,0.07794523
GLUL,0.963,0.41893,0.823565,-4.83,0.08347645
ZBTB48,0.963,0.419138,0.8231924,-4.83,0.07936234
ERI3,0.963,0.419206,0.8230703,-4.83,0.06552134
,0.963,0.419237,0.8230146,-4.83,0.06201015
BEST1,0.963,0.419331,0.822845,-4.83,0.09506688
CEP57,0.963,0.419336,-0.8228363,-4.83,-0.11054182
OPA3,0.963,0.41936,-0.8227927,-4.83,-0.07125716
RECQL5,0.963,0.419372,-0.8227719,-4.83,-0.07602758
ATP13A2,0.963,0.419449,0.8226332,-4.83,0.05572271
LOC101060363///PPIA,0.963,0.419482,0.8225734,-4.83,0.11671944
MMP20,0.963,0.419498,0.8225455,-4.83,0.05269177
MS4A4A,0.963,0.419513,0.8225189,-4.83,0.24350529
ZNF85,0.963,0.419524,-0.8224988,-4.83,-0.0659668
ASB13,0.963,0.41953,-0.8224884,-4.83,-0.08307018
NPFF,0.963,0.419558,0.8224371,-4.83,0.05378427
DSTYK,0.963,0.419676,-0.8222253,-4.83,-0.05003548
ZSCAN32,0.963,0.419699,-0.8221846,-4.83,-0.07087445
KLHDC10,0.963,0.419727,-0.8221337,-4.83,-0.10529323
CROCC,0.963,0.419739,0.8221134,-4.83,0.06128588
PEX2,0.963,0.419755,0.8220839,-4.83,0.13157816
SOX9,0.963,0.41996,0.8217159,-4.83,0.06658938
MALT1,0.963,0.420011,-0.8216255,-4.83,-0.11670718
NTRK3,0.963,0.420061,-0.8215343,-4.83,-0.05731792
RPL13AP5///RPL13AP6///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A,0.963,0.420081,0.8214998,-4.83,0.09209747
MIOS,0.963,0.420113,-0.8214415,-4.83,-0.11481571
SLC39A4,0.963,0.420124,-0.8214221,-4.83,-0.08811469
CEP68,0.963,0.420153,-0.8213703,-4.83,-0.06448636
USP6NL,0.963,0.42016,-0.8213575,-4.83,-0.09281917
BAALC,0.963,0.420192,0.8212997,-4.83,0.04128783
WDR59,0.963,0.420198,0.8212898,-4.83,0.06864648
GM2A,0.963,0.420208,0.8212708,-4.83,0.14809546
PRSS12,0.963,0.420336,0.8210424,-4.83,0.03737347
LOC101930416///LOC101929792///LOC100996724///LOC653513///PDE4DIP,0.963,0.420389,0.8209459,-4.83,0.0539711
MTM1,0.963,0.42041,-0.8209091,-4.83,-0.07110639
CHURC1-FNTB///FNTB,0.963,0.420495,-0.8207573,-4.83,-0.0645227
ATP5H,0.963,0.420541,0.820675,-4.83,0.09817181
GRHL2,0.963,0.420582,0.8206012,-4.83,0.07277451
,0.963,0.420648,0.8204817,-4.83,0.06927557
ZMYM1,0.963,0.420652,0.820476,-4.83,0.10081892
POU2F3,0.963,0.420676,-0.8204321,-4.83,-0.04196889
POU3F1,0.963,0.420683,0.820419,-4.83,0.08145666
NRF1,0.963,0.420795,0.8202188,-4.83,0.06999741
DNPH1,0.963,0.420803,0.8202053,-4.83,0.0585084
SMC2,0.963,0.420952,-0.8199381,-4.83,-0.07737331
EPN2-IT1///EPN2,0.963,0.420953,0.8199367,-4.83,0.07119489
KRT6B,0.963,0.421004,0.8198442,-4.83,0.06088791
RBM39,0.963,0.421029,0.8197998,-4.83,0.0803606
ADAMTS8,0.963,0.42105,0.8197626,-4.83,0.06158385
ZNF143,0.963,0.421097,-0.8196786,-4.83,-0.07080426
G3BP1,0.963,0.421129,-0.8196198,-4.83,-0.11908135
KIN,0.963,0.421165,0.8195559,-4.83,0.11613631
BTBD2,0.963,0.421186,-0.819519,-4.83,-0.06758103
SMARCB1,0.963,0.421205,0.8194847,-4.83,0.05678868
LGALS8,0.963,0.421329,-0.819263,-4.83,-0.05733714
USH2A,0.963,0.421415,0.8191076,-4.83,0.06527376
PINLYP,0.963,0.421448,0.81905,-4.83,0.06783452
SPHK2,0.963,0.421475,0.8190013,-4.83,0.07467599
TRAC///TRAJ17///TRAV20///TRDV2,0.963,0.421476,-0.8189999,-4.83,-0.14965877
PDGFA,0.963,0.421532,-0.8188982,-4.83,-0.08169546
CALML4,0.963,0.421584,-0.8188068,-4.83,-0.08199906
MGAT3,0.963,0.421616,0.8187495,-4.83,0.09371266
PCDHA2///PCDHA3,0.963,0.421645,-0.818697,-4.83,-0.06457348
CCND2,0.963,0.421654,-0.8186805,-4.83,-0.09680767
GAS2L1,0.963,0.421701,-0.8185957,-4.83,-0.15327053
HOXB6,0.963,0.421784,0.8184486,-4.83,0.07078595
PDAP1,0.963,0.421815,-0.8183916,-4.83,-0.05846033
HR,0.963,0.421891,0.8182556,-4.83,0.08346791
GGH,0.963,0.421896,0.818247,-4.83,0.09481854
PLCH1,0.963,0.421913,-0.8182166,-4.83,-0.04781346
PPP1R16B,0.963,0.421914,-0.818215,-4.83,-0.12020326
MCC,0.963,0.421984,0.8180906,-4.83,0.074331
CDC25C,0.963,0.422078,0.8179226,-4.83,0.05328536
SIRT1,0.963,0.422195,-0.817712,-4.83,-0.13699584
KLK15,0.963,0.422207,0.8176915,-4.83,0.06238194
MCM5,0.963,0.422279,0.8175629,-4.83,0.05171075
IBTK,0.963,0.422298,0.8175287,-4.83,0.05086312
,0.963,0.422313,0.817502,-4.83,0.11885776
TMEM59,0.963,0.422386,0.817372,-4.83,0.1049262
PVR,0.963,0.422401,0.8173445,-4.83,0.06597543
GAS1,0.963,0.42254,0.8170964,-4.83,0.07541938
RPP38,0.963,0.422636,-0.8169245,-4.83,-0.07470698
SNRNP27,0.963,0.42273,-0.8167561,-4.83,-0.11831737
GLRX3,0.963,0.422874,0.8164985,-4.83,0.06077795
CLUL1,0.963,0.422979,0.8163121,-4.83,0.06581416
LMO4,0.963,0.423002,0.8162707,-4.83,0.06410351
LRIG1,0.963,0.423016,-0.8162457,-4.83,-0.0892951
MIR6878///TARS2,0.963,0.423055,0.8161754,-4.83,0.05889153
ALPP,0.963,0.423077,0.8161374,-4.83,0.08162117
SPI1,0.963,0.4232,0.8159165,-4.83,0.13533173
SPTBN2,0.963,0.423359,0.8156325,-4.83,0.09516816
LOC101930075///PKD1,0.963,0.423378,0.8155995,-4.83,0.07086015
ASF1A,0.963,0.423428,-0.8155093,-4.83,-0.15640497
MAN1A2,0.963,0.423481,-0.815416,-4.83,-0.09122
NFATC4,0.963,0.423487,0.8154051,-4.83,0.08437529
OR2J3,0.963,0.423492,-0.8153949,-4.83,-0.05360372
CLIP2,0.963,0.423569,0.8152583,-4.83,0.06202364
SLC6A15,0.963,0.423589,-0.8152224,-4.83,-0.05353017
CDC42EP3,0.963,0.423604,0.8151951,-4.83,0.12190552
ESR1,0.963,0.423698,0.8150278,-4.83,0.06327119
,0.963,0.4237,0.8150236,-4.83,0.04259429
EIF4EBP2,0.963,0.423724,0.8149821,-4.83,0.04126148
CAPZB,0.963,0.423782,-0.814879,-4.83,-0.06966324
,0.963,0.423819,0.8148117,-4.83,0.06331658
TLK2,0.963,0.423878,-0.8147068,-4.83,-0.0810946
ZFR,0.963,0.42388,-0.8147039,-4.83,-0.10340757
CYP19A1,0.963,0.423937,0.8146021,-4.83,0.05467391
DCTN2,0.963,0.423938,0.8145998,-4.83,0.05133486
KIF3C,0.963,0.423987,-0.8145117,-4.83,-0.06378665
SNORD68///RPL13,0.963,0.423988,0.8145103,-4.83,0.08319731
PASK,0.963,0.423993,-0.8145022,-4.83,-0.15988827
ULK2,0.963,0.424087,-0.814334,-4.83,-0.09995461
CLIC2,0.963,0.424125,0.8142672,-4.83,0.12590189
GNAT1,0.963,0.424155,0.8142129,-4.83,0.07113037
FLOT2,0.963,0.424165,0.814195,-4.83,0.10169611
MZB1,0.963,0.424188,0.8141534,-4.83,0.07418604
BRCA2,0.963,0.42426,0.8140254,-4.83,0.05231795
RNF24,0.963,0.424293,0.8139672,-4.83,0.1158474
NOL3,0.963,0.424382,-0.8138076,-4.83,-0.06949587
NDUFC2-KCTD14///NDUFC2,0.963,0.424401,0.8137735,-4.83,0.09240065
LDHB,0.963,0.424439,-0.8137069,-4.83,-0.19015999
EFNA5,0.963,0.424451,0.813685,-4.83,0.0726582
IGF2BP3,0.963,0.424495,-0.8136062,-4.83,-0.0936687
GGA2,0.963,0.424507,-0.8135846,-4.83,-0.06024122
MYLPF,0.963,0.424514,0.8135731,-4.83,0.06291862
DNAJC9,0.963,0.424542,-0.8135233,-4.83,-0.07815394
RBP4,0.963,0.42461,0.8134011,-4.83,0.06315136
CASQ2,0.963,0.424611,0.8134007,-4.83,0.06986642
ARHGEF17,0.964,0.42487,0.8129383,-4.83,0.07357745
FGFR1,0.964,0.424966,-0.8127671,-4.83,-0.06530242
LHPP,0.964,0.424985,-0.8127339,-4.83,-0.09536624
KCNF1,0.964,0.425004,0.8126999,-4.83,0.08245363
BSN,0.964,0.425011,0.8126877,-4.83,0.06196613
,0.964,0.425062,0.8125965,-4.83,0.06686916
TMEM70,0.964,0.425182,0.8123823,-4.83,0.09867544
CSRNP3,0.964,0.425283,0.812203,-4.83,0.04013968
FAH,0.964,0.425292,0.8121869,-4.83,0.07849174
GP9,0.964,0.425361,0.8120647,-4.83,0.08296509
CLUAP1,0.964,0.42538,-0.8120299,-4.83,-0.07177739
LMX1B,0.964,0.4254,0.8119955,-4.83,0.06322556
TP63,0.964,0.425425,0.8119506,-4.83,0.05456197
APOBEC2,0.964,0.425463,0.8118836,-4.83,0.07603073
OVGP1,0.964,0.425546,-0.811736,-4.83,-0.08139119
STC2,0.964,0.425596,0.8116464,-4.83,0.0709528
PCGF3,0.964,0.425604,0.8116317,-4.83,0.07222972
GCM2,0.964,0.425622,0.8115999,-4.83,0.0454788
DBT,0.964,0.425631,-0.8115845,-4.83,-0.0612175
L3MBTL1,0.964,0.425783,0.8113129,-4.83,0.10018568
KLHL35,0.964,0.425873,0.8111528,-4.83,0.08049908
,0.964,0.425919,-0.8110724,-4.83,-0.0823235
DCAKD,0.964,0.425952,0.8110122,-4.83,0.08403163
RSPH6A,0.964,0.426018,0.8108955,-4.83,0.0748888
STAB2,0.964,0.426031,0.8108719,-4.83,0.07670317
KLF2,0.964,0.426053,0.8108331,-4.83,0.0717598
NFKBIL1,0.964,0.426163,0.810637,-4.83,0.08862553
SFI1,0.964,0.426235,0.8105106,-4.83,0.05082722
PARG,0.964,0.426294,-0.8104057,-4.83,-0.05206537
ADAMTS9,0.964,0.426361,-0.8102862,-4.84,-0.05006862
WBP2,0.964,0.426424,-0.8101735,-4.84,-0.07111864
FCAR,0.964,0.42644,-0.810146,-4.84,-0.06375046
WLS,0.964,0.42656,0.8099325,-4.84,0.20315623
SIM1,0.964,0.426714,0.8096579,-4.84,0.05962698
CDC14B,0.964,0.426802,0.8095015,-4.84,0.06899037
GNAS,0.964,0.426803,-0.8095012,-4.84,-0.06476212
CCNI,0.964,0.426917,-0.8092973,-4.84,-0.06263943
RWDD1,0.964,0.427051,0.8090605,-4.84,0.11390662
,0.964,0.427066,0.8090333,-4.84,0.05842667
RAB32,0.964,0.427109,0.8089569,-4.84,0.07482071
ADAM22,0.964,0.427153,-0.8088784,-4.84,-0.05761147
TACSTD2,0.964,0.427207,0.8087837,-4.84,0.05815139
DLGAP1,0.964,0.427238,0.8087287,-4.84,0.05262165
,0.964,0.427304,0.8086117,-4.84,0.05450845
ARHGDIA,0.964,0.427341,-0.8085447,-4.84,-0.13809047
GOLGA8A,0.964,0.427354,0.8085229,-4.84,0.07591968
MAP1LC3C,0.964,0.427498,0.8082658,-4.84,0.07092171
PTMA,0.964,0.427537,0.8081972,-4.84,0.08025131
NUP88,0.964,0.427584,-0.8081144,-4.84,-0.13746386
ZNF318,0.964,0.427588,-0.8081075,-4.84,-0.06177568
DACH1,0.964,0.427675,0.8079523,-4.84,0.08130319
GSTA3,0.964,0.427757,-0.8078077,-4.84,-0.07534275
IGKC,0.964,0.427791,-0.8077477,-4.84,-0.08459039
PGAP2,0.964,0.427838,0.8076632,-4.84,0.06108761
TM6SF2,0.964,0.427855,0.8076332,-4.84,0.10224791
FZD6,0.964,0.427872,0.8076026,-4.84,0.13764832
PPA2,0.964,0.427985,0.8074033,-4.84,0.09971857
YIF1B,0.964,0.42799,0.8073939,-4.84,0.06432142
EIF4B,0.964,0.42808,-0.8072338,-4.84,-0.08765345
SNAI1,0.964,0.42813,0.8071465,-4.84,0.06763988
SNX2,0.964,0.428162,-0.8070885,-4.84,-0.15427699
CTDSPL,0.964,0.428191,-0.8070373,-4.84,-0.07751064
PLSCR1,0.964,0.428213,0.806998,-4.84,0.19528427
JAK3,0.964,0.428273,-0.8068924,-4.84,-0.0796104
TMEM243,0.964,0.428393,0.8066805,-4.84,0.11380577
SAMD4A,0.964,0.428429,-0.8066159,-4.84,-0.0708765
SRD5A1,0.964,0.42849,-0.8065071,-4.84,-0.16841721
OTUD7B,0.964,0.428508,0.8064758,-4.84,0.07202055
ABCB1,0.964,0.428538,-0.8064221,-4.84,-0.09104953
LY9,0.964,0.428557,-0.8063897,-4.84,-0.13725114
ZDHHC24,0.964,0.428569,0.8063671,-4.84,0.05695381
GPR87,0.964,0.428598,0.8063172,-4.84,0.04600515
NVL,0.964,0.428652,0.8062201,-4.84,0.0762454
HES1,0.964,0.42868,-0.8061712,-4.84,-0.05109901
HRK,0.964,0.428708,0.8061208,-4.84,0.0658596
,0.964,0.428718,0.806104,-4.84,0.05806706
TFAP2C,0.964,0.42873,-0.806082,-4.84,-0.04952636
CYP3A4,0.964,0.428733,0.8060772,-4.84,0.06925645
NFX1,0.964,0.428744,-0.8060579,-4.84,-0.07157969
LOC101929726,0.964,0.428778,0.8059982,-4.84,0.06460938
NR1H2,0.964,0.42884,0.8058878,-4.84,0.08237886
PNPLA4,0.964,0.428861,0.805851,-4.84,0.08568497
PCCB,0.964,0.428876,-0.8058248,-4.84,-0.06624942
ANXA2P2,0.964,0.428909,-0.8057656,-4.84,-0.07977114
ZNF835,0.964,0.428912,0.805761,-4.84,0.08298297
